DataSet;BHID;Depth_From;Depth_To;SampleID;Au_ppm;Ag_ppm;Cu_ppm;Pb_ppm;Zn_ppm;Sampled_Date;Sample_Type;Batch_No
CHMine;560873;0.0000;0.7000;560873;0.6200;82.2000;;132.0000;;26/08/2019;CHANNEL;LQC19-2108
CHMine;560873;0.7000;1.6000;560874;0.7200;44.1000;;82.0000;;26/08/2019;CHANNEL;LQC19-2108
CHMine;560873;1.6000;2.3000;560875;0.7300;104.5000;;243.0000;;26/08/2019;CHANNEL;LQC19-2108
CHMine;560873;2.3000;3.1000;560876;0.2100;38.5000;;139.0000;;26/08/2019;CHANNEL;LQC19-2108
CHMine;560873;3.1000;3.8000;560877;0.1900;36.3000;;119.0000;;26/08/2019;CHANNEL;LQC19-2108
CHMine;560873;3.8000;4.6000;560878;0.1300;19.5000;;243.0000;;26/08/2019;CHANNEL;LQC19-2108
CHMine;560880;0.0000;0.8000;560880;0.0600;9.2000;;98.0000;;26/08/2019;CHANNEL;LQC19-2108
CHMine;560880;0.8000;1.6000;560881;2.5100;548.0000;;308.0000;;26/08/2019;CHANNEL;LQC19-2108
CHMine;560880;1.6000;2.4000;560882;0.1600;28.0000;;201.0000;;26/08/2019;CHANNEL;LQC19-2108
CHMine;560880;2.4000;3.1000;560883;0.0500;4.1000;;126.0000;;26/08/2019;CHANNEL;LQC19-2108
CHMine;560880;3.1000;3.9000;560884;0.0800;12.0000;;219.0000;;26/08/2019;CHANNEL;LQC19-2108
CHMine;560886;0.0000;0.8000;560886;1.2300;279.1000;;228.0000;;26/08/2019;CHANNEL;LQC19-2108
CHMine;560886;0.8000;1.6000;560887;0.3600;72.1000;;-50.0000;;26/08/2019;CHANNEL;LQC19-2108
CHMine;560888;0.0000;0.8000;560888;0.3000;69.8000;;112.0000;;26/08/2019;CHANNEL;LQC19-2108
CHMine;560888;0.8000;1.6000;560889;0.2700;58.1000;;69.0000;;26/08/2019;CHANNEL;LQC19-2108
CHMine;560888;1.6000;2.4000;560890;3.7600;985.0000;;1280.0000;;26/08/2019;CHANNEL;LQC19-2108
CHMine;560892;0.0000;0.6000;560892;0.1200;19.2000;;-50.0000;;26/08/2019;CHANNEL;LQC19-2108
CHMine;560892;0.6000;1.4000;560893;0.7000;130.4000;;179.0000;;26/08/2019;CHANNEL;LQC19-2108
CHMine;560892;1.4000;2.2000;560894;0.4000;74.8000;;86.0000;;26/08/2019;CHANNEL;LQC19-2108
CHMine;560895;0.0000;0.8000;560895;0.2500;36.8000;;64.0000;;26/08/2019;CHANNEL;LQC19-2108
CHMine;560895;0.8000;1.6000;560896;0.0900;6.0000;;-50.0000;;26/08/2019;CHANNEL;LQC19-2108
CHMine;560895;1.6000;2.6000;560897;0.0400;3.4000;;-50.0000;;26/08/2019;CHANNEL;LQC19-2108
CHMine;560899;0.0000;0.8000;560899;0.0150;1.0000;;-50.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560899;0.8000;1.5000;560900;0.0150;1.0000;;-50.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560899;1.5000;2.3000;560901;0.0150;1.0000;;-50.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560899;2.3000;3.1000;560902;0.0400;2.8000;;-50.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560899;3.1000;3.8000;560903;0.0150;1.0000;;-50.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560904;0.0000;0.8000;560904;0.0700;2.5000;;-50.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560904;0.8000;1.6000;560905;0.0150;1.0000;;-50.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560904;1.6000;2.4000;560906;0.0150;1.0000;;-50.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560908;0.0000;0.8000;560908;0.0800;3.3000;;-50.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560908;0.8000;1.6000;560909;0.0400;1.0000;;-50.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560910;0.0000;0.9000;560910;0.0600;1.0000;;-50.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560910;0.9000;1.8000;560911;0.0400;1.0000;;-50.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560913;0.0000;0.6000;560913;0.2100;23.5000;;75.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560913;0.6000;1.4000;560914;0.5000;92.6000;;144.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560913;1.4000;2.2000;560915;0.8900;61.1000;;446.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560913;2.2000;3.0000;560916;0.0600;1.0000;;-50.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560913;3.0000;3.9000;560917;0.1400;13.3000;;87.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560919;0.0000;0.5000;560919;0.0900;14.2000;;137.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560919;0.5000;1.2000;560920;0.4500;79.6000;;921.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560919;1.2000;2.0000;560921;0.0900;8.8000;;937.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560919;2.0000;2.8000;560922;1.6500;93.7000;;2963.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560919;2.8000;3.6000;560923;0.8800;102.9000;;2195.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560919;3.6000;4.3000;560924;0.7900;113.6000;;7090.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560919;4.3000;5.1000;560925;5.3600;598.0000;;31529.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560919;5.1000;5.9000;560926;0.4000;53.8000;;511.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560929;0.0000;1.0000;560929;0.2700;41.7000;;184.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560929;1.0000;2.0000;560930;0.2000;20.9000;;120.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560929;2.0000;3.0000;560931;0.1200;13.1000;;87.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560929;3.0000;3.9000;560932;0.1700;26.8000;;98.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560929;3.9000;4.8000;560933;0.2800;48.5000;;148.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560929;4.8000;5.7000;560934;0.0700;1.0000;;-50.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560935;0.0000;0.9000;560935;0.1600;18.4000;;-50.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560935;0.9000;1.8000;560936;0.1700;16.4000;;-50.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560935;1.8000;2.7000;560937;0.1600;16.6000;;78.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560935;2.7000;3.8000;560938;0.4000;73.8000;;145.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560935;3.8000;4.8000;560939;0.0700;2.6000;;-50.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560941;0.0000;1.0000;560941;0.2300;36.6000;;170.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560941;1.0000;2.1000;560942;0.3300;42.7000;;143.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560941;2.1000;3.1000;560943;0.1900;27.8000;;130.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560941;3.1000;4.2000;560944;0.0900;11.8000;;96.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560941;4.2000;5.2000;560945;0.1400;20.6000;;64.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560947;0.0000;0.8000;560947;0.2700;31.3000;;152.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560947;0.8000;1.6000;560948;0.0900;3.2000;;-50.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560947;1.6000;2.4000;560949;0.1700;7.4000;;61.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560947;2.4000;3.3000;560950;0.4500;70.1000;;283.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560947;3.3000;4.2000;560951;0.0600;3.9000;;-50.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560947;4.2000;5.0000;560952;0.1200;15.5000;;86.0000;;28/08/2019;CHANNEL;LQC19-2115
CHMine;560954;0.0000;0.8000;560954;0.2800;51.5000;;239.0000;;29/08/2019;CHANNEL;LQC19-2121
CHMine;560954;0.8000;1.6000;560955;0.3600;74.3000;;105.0000;;29/08/2019;CHANNEL;LQC19-2121
CHMine;560954;1.6000;2.8000;560956;0.8800;174.1000;;159.0000;;29/08/2019;CHANNEL;LQC19-2121
CHMine;560954;2.8000;3.7000;560957;0.2200;37.9000;;-50.0000;;29/08/2019;CHANNEL;LQC19-2121
CHMine;560954;3.7000;4.2000;560958;0.0600;3.0000;;-50.0000;;29/08/2019;CHANNEL;LQC19-2121
CHMine;560960;0.0000;0.8000;560960;0.1700;24.7000;;65.0000;;29/08/2019;CHANNEL;LQC19-2121
CHMine;560960;0.8000;1.6000;560961;0.0500;4.0000;;-50.0000;;29/08/2019;CHANNEL;LQC19-2121
CHMine;560962;0.0000;0.7000;560962;0.0400;2.3000;;-50.0000;;29/08/2019;CHANNEL;LQC19-2121
CHMine;560962;0.7000;1.5000;560963;0.0400;2.9000;;-50.0000;;29/08/2019;CHANNEL;LQC19-2121
CHMine;560962;1.5000;2.2000;560964;0.0500;4.5000;;-50.0000;;29/08/2019;CHANNEL;LQC19-2121
CHMine;560966;0.0000;0.9000;560966;0.3800;74.8000;;712.0000;;29/08/2019;CHANNEL;LQC19-2121
CHMine;560966;0.9000;1.4000;560967;0.0600;5.1000;;104.0000;;29/08/2019;CHANNEL;LQC19-2121
CHMine;560966;1.4000;2.4000;560968;0.2200;27.5000;;366.0000;;29/08/2019;CHANNEL;LQC19-2121
CHMine;560966;2.4000;3.4000;560969;0.0900;3.3000;;174.0000;;29/08/2019;CHANNEL;LQC19-2121
CHMine;560972;0.0000;0.9000;560972;0.0150;1.0000;;-50.0000;;29/08/2019;CHANNEL;LQC19-2121
CHMine;560972;0.9000;1.7000;560973;0.0150;1.0000;;-50.0000;;29/08/2019;CHANNEL;LQC19-2121
CHMine;560972;1.7000;2.6000;560974;0.0500;2.2000;;-50.0000;;29/08/2019;CHANNEL;LQC19-2121
CHMine;560972;2.6000;3.5000;560975;0.0400;1.0000;;-50.0000;;29/08/2019;CHANNEL;LQC19-2121
CHMine;560977;0.0000;0.8000;560977;0.0150;2.5000;;67.0000;;29/08/2019;CHANNEL;LQC19-2121
CHMine;560977;0.8000;1.5000;560978;0.0500;2.2000;;-50.0000;;29/08/2019;CHANNEL;LQC19-2121
CHMine;560977;1.5000;2.3000;560979;0.0400;1.0000;;-50.0000;;29/08/2019;CHANNEL;LQC19-2121
CHMine;560977;2.3000;3.2000;560980;0.0150;1.0000;;-50.0000;;29/08/2019;CHANNEL;LQC19-2121
CHMine;560977;3.2000;4.0000;560981;0.0500;1.0000;;-50.0000;;29/08/2019;CHANNEL;LQC19-2121
CHMine;560977;4.0000;4.8000;560982;0.0150;1.0000;;-50.0000;;29/08/2019;CHANNEL;LQC19-2121
CHMine;560977;4.8000;5.7000;560983;0.0150;2.1000;;-50.0000;;29/08/2019;CHANNEL;LQC19-2121
CHMine;560985;0.0000;0.8000;560985;0.0400;6.1000;;64.0000;;29/08/2019;CHANNEL;LQC19-2121
CHMine;560985;0.8000;1.5000;560986;0.0400;3.0000;;-50.0000;;29/08/2019;CHANNEL;LQC19-2121
CHMine;560985;1.5000;2.6000;560987;0.0150;2.5000;;-50.0000;;29/08/2019;CHANNEL;LQC19-2121
CHMine;560985;2.6000;3.5000;560988;0.1100;11.2000;;165.0000;;29/08/2019;CHANNEL;LQC19-2121
CHMine;560985;3.5000;4.2000;560989;0.0400;3.6000;;-50.0000;;29/08/2019;CHANNEL;LQC19-2121
CHMine;560991;0.0000;0.8000;560991;0.0150;1.0000;;-50.0000;;29/08/2019;CHANNEL;LQC19-2130
CHMine;560991;0.8000;1.6000;560992;0.0150;1.0000;;-50.0000;;29/08/2019;CHANNEL;LQC19-2130
CHMine;560991;1.6000;2.4000;560993;0.0150;1.0000;;-50.0000;;29/08/2019;CHANNEL;LQC19-2130
CHMine;560991;2.4000;3.2000;560994;0.0400;2.4000;;-50.0000;;29/08/2019;CHANNEL;LQC19-2130
CHMine;560991;3.2000;4.0000;560995;0.1700;7.0000;;-50.0000;;29/08/2019;CHANNEL;LQC19-2130
CHMine;560997;0.0000;0.8000;560997;0.0400;1.0000;;-50.0000;;29/08/2019;CHANNEL;LQC19-2130
CHMine;560997;0.8000;1.6000;560998;0.0150;1.0000;;-50.0000;;29/08/2019;CHANNEL;LQC19-2130
CHMine;560997;1.6000;2.4000;560999;0.0150;1.0000;;-50.0000;;29/08/2019;CHANNEL;LQC19-2130
CHMine;560997;2.4000;3.1000;561000;0.0150;2.1000;;-50.0000;;29/08/2019;CHANNEL;LQC19-2130
CHMine;560997;3.1000;3.9000;561001;0.0150;1.0000;;60.0000;;29/08/2019;CHANNEL;LQC19-2130
CHMine;560997;3.9000;4.7000;561002;0.0150;1.0000;;-50.0000;;29/08/2019;CHANNEL;LQC19-2130
CHMine;560997;4.7000;5.5000;561003;0.0150;1.0000;;-50.0000;;29/08/2019;CHANNEL;LQC19-2130
CHMine;561005;0.0000;0.8000;561005;0.0150;2.2000;;-50.0000;;1/09/2019;CHANNEL;LQC19-2143
CHMine;561005;0.8000;1.5000;561006;0.0400;3.8000;;-50.0000;;1/09/2019;CHANNEL;LQC19-2143
CHMine;561005;1.5000;1.9000;561007;0.0400;1.0000;;-50.0000;;1/09/2019;CHANNEL;LQC19-2143
CHMine;561009;0.0000;0.7000;561009;0.0400;7.0000;;89.0000;;1/09/2019;CHANNEL;LQC19-2143
CHMine;561009;0.7000;1.4000;561010;0.2000;44.9000;;197.0000;;1/09/2019;CHANNEL;LQC19-2143
CHMine;561009;1.4000;2.1000;561011;0.4700;99.4000;;409.0000;;1/09/2019;CHANNEL;LQC19-2143
CHMine;561009;2.1000;2.8000;561012;0.7500;151.6000;;1882.0000;;1/09/2019;CHANNEL;LQC19-2143
CHMine;561009;2.8000;3.5000;561013;0.8000;153.9000;;825.0000;;1/09/2019;CHANNEL;LQC19-2143
CHMine;561009;3.5000;4.2000;561014;1.4200;288.7000;;1266.0000;;1/09/2019;CHANNEL;LQC19-2143
CHMine;561009;4.2000;4.9000;561015;2.7700;617.0000;;1795.0000;;1/09/2019;CHANNEL;LQC19-2143
CHMine;561017;0.0000;0.8000;561017;0.1200;14.8000;;294.0000;;1/09/2019;CHANNEL;LQC19-2143
CHMine;561017;0.8000;1.5000;561018;0.4700;95.4000;;326.0000;;1/09/2019;CHANNEL;LQC19-2143
CHMine;561017;1.5000;2.3000;561019;0.4900;103.1000;;528.0000;;1/09/2019;CHANNEL;LQC19-2143
CHMine;561017;2.3000;3.1000;561020;0.0600;5.4000;;59.0000;;1/09/2019;CHANNEL;LQC19-2143
CHMine;561022;0.0000;0.8000;561022;0.9600;124.9000;;175.0000;;2/09/2019;CHANNEL;LQC19-2148
CHMine;561022;0.8000;1.6000;561023;0.1500;19.7000;;-50.0000;;2/09/2019;CHANNEL;LQC19-2148
CHMine;561022;1.6000;2.4000;561024;0.0150;1.0000;;-50.0000;;2/09/2019;CHANNEL;LQC19-2148
CHMine;561022;2.4000;3.2000;561025;2.8100;542.0000;;705.0000;;2/09/2019;CHANNEL;LQC19-2148
CHMine;561022;3.2000;4.0000;561026;1.7800;287.5000;;203.0000;;2/09/2019;CHANNEL;LQC19-2148
CHMine;561028;0.0000;0.9000;561028;0.3800;64.0000;;503.0000;;2/09/2019;CHANNEL;LQC19-2148
CHMine;561028;0.9000;1.7000;561029;0.0600;7.1000;;-50.0000;;2/09/2019;CHANNEL;LQC19-2148
CHMine;561028;1.7000;2.5000;561030;0.0900;18.2000;;59.0000;;2/09/2019;CHANNEL;LQC19-2148
CHMine;561028;2.5000;3.3000;561031;0.8500;163.3000;;101.0000;;2/09/2019;CHANNEL;LQC19-2148
CHMine;561028;3.3000;4.0000;561032;0.0150;1.0000;;-50.0000;;2/09/2019;CHANNEL;LQC19-2148
CHMine;561034;0.0000;0.8000;561034;0.2300;44.0000;;372.0000;;2/09/2019;CHANNEL;LQC19-2148
CHMine;561034;0.8000;1.7000;561035;0.4900;149.7000;;2561.0000;;2/09/2019;CHANNEL;LQC19-2148
CHMine;561034;1.7000;2.6000;561036;0.6300;138.3000;;1837.0000;;2/09/2019;CHANNEL;LQC19-2148
CHMine;561034;2.6000;3.5000;561037;0.0700;17.1000;;399.0000;;2/09/2019;CHANNEL;LQC19-2148
CHMine;561034;3.5000;4.4000;561038;0.6100;80.9000;;404.0000;;2/09/2019;CHANNEL;LQC19-2148
CHMine;561040;0.0000;0.9000;561040;3.8400;788.0000;;1504.0000;;2/09/2019;CHANNEL;LQC19-2148
CHMine;561040;0.9000;1.8000;561041;0.0500;4.9000;;-50.0000;;2/09/2019;CHANNEL;LQC19-2148
CHMine;561040;1.8000;2.7000;561042;0.0500;8.5000;;71.0000;;2/09/2019;CHANNEL;LQC19-2148
CHMine;561040;2.7000;3.6000;561043;0.0150;2.4000;;-50.0000;;2/09/2019;CHANNEL;LQC19-2148
CHMine;561045;0.0000;0.8000;561045;0.1000;6.7000;;-50.0000;;2/09/2019;CHANNEL;LQC19-2148
CHMine;561045;0.8000;1.6000;561046;0.2100;22.2000;;-50.0000;;2/09/2019;CHANNEL;LQC19-2148
CHMine;561045;1.6000;2.4000;561047;0.1000;3.7000;;-50.0000;;2/09/2019;CHANNEL;LQC19-2148
CHMine;561045;2.4000;3.3000;561048;0.1100;4.7000;;-50.0000;;2/09/2019;CHANNEL;LQC19-2148
CHMine;561050;0.0000;0.8000;561050;0.0150;1.0000;;-50.0000;;2/09/2019;CHANNEL;LQC19-2148
CHMine;561050;0.8000;1.5000;561051;0.0150;1.0000;;-50.0000;;2/09/2019;CHANNEL;LQC19-2148
CHMine;561050;1.5000;2.3000;561052;0.0150;1.0000;;-50.0000;;2/09/2019;CHANNEL;LQC19-2148
CHMine;561050;2.3000;3.2000;561053;0.0500;1.0000;;-50.0000;;2/09/2019;CHANNEL;LQC19-2148
CHMine;561050;3.2000;4.1000;561054;0.0150;1.0000;;-50.0000;;2/09/2019;CHANNEL;LQC19-2148
CHMine;561056;0.0000;0.8000;561056;0.0400;3.9000;;-50.0000;;2/09/2019;CHANNEL;LQC19-2148
CHMine;561056;0.8000;1.6000;561057;0.0500;5.9000;;-50.0000;;2/09/2019;CHANNEL;LQC19-2148
CHMine;561056;1.6000;2.3000;561058;0.3800;59.0000;;1642.0000;;2/09/2019;CHANNEL;LQC19-2148
CHMine;561056;2.3000;3.0000;561059;4.1000;463.0000;;14173.0000;;2/09/2019;CHANNEL;LQC19-2148
CHMine;561056;3.0000;4.0000;561060;0.0500;3.0000;;-50.0000;;2/09/2019;CHANNEL;LQC19-2148
CHMine;561056;4.0000;5.0000;561061;0.0400;2.1000;;-50.0000;;2/09/2019;CHANNEL;LQC19-2148
CHMine;561063;0.0000;0.7000;561063;0.8400;159.2000;;1433.0000;;2/09/2019;CHANNEL;LQC19-2148
CHMine;561063;0.7000;1.4000;561064;1.3200;220.0000;;1645.0000;;2/09/2019;CHANNEL;LQC19-2148
CHMine;561066;0.0000;0.7000;561066;0.2000;22.4000;;-50.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;561066;0.7000;1.5000;561067;0.2300;31.9000;;-50.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;561066;1.5000;2.3000;561068;0.1800;22.3000;;-50.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;561066;2.3000;3.1000;561069;0.4100;57.9000;;65.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;561071;0.0000;0.8000;561071;0.9900;197.5000;;133.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;561071;0.8000;1.5000;561072;1.6600;297.0000;;173.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;561071;1.5000;2.2000;561073;0.1300;16.5000;;-50.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;561071;2.2000;2.9000;561074;0.1400;16.6000;;-50.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;561071;2.9000;3.6000;561075;0.1500;18.5000;;132.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;561071;3.6000;4.3000;561076;0.0900;14.3000;;160.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;561071;4.3000;5.0000;561077;0.2900;50.8000;;113.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;561079;0.0000;1.0000;561079;1.0600;130.6000;;125.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;561079;1.0000;1.9000;561080;1.3000;96.8000;;146.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;561079;1.9000;2.8000;561081;0.0800;7.6000;;292.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;561079;2.8000;3.7000;561082;0.0900;9.2000;;165.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;561079;3.7000;4.6000;561083;0.3000;27.4000;;-50.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;561079;4.6000;5.5000;561084;0.3300;30.3000;;55.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;561087;0.0000;0.9000;561087;0.0150;1.0000;;-50.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;561087;0.9000;1.8000;561088;0.0900;7.2000;;64.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;561087;1.8000;2.6000;561089;0.0400;1.0000;;-50.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;561087;2.6000;3.4000;561090;0.0150;1.0000;;-50.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;561087;3.4000;4.2000;561091;0.0150;2.1000;;-50.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;561087;4.2000;5.0000;561092;0.0150;2.2000;;387.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;561094;0.0000;0.8000;561094;0.0150;1.0000;;87.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;561094;0.8000;1.6000;561095;0.2500;66.9000;;53367.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;561094;1.6000;2.5000;561096;0.0600;11.0000;;398.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;561094;2.5000;3.3000;561097;0.0500;7.5000;;176.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;561094;3.3000;3.7000;561098;0.6900;30.8000;;9080.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;568184;0.0000;0.9000;568184;0.1100;13.1000;;1158.0000;;1/07/2019;CHANNEL;LQC19-1662
CHMine;568184;0.9000;1.7000;568185;0.2500;36.2000;;485.0000;;1/07/2019;CHANNEL;LQC19-1662
CHMine;568186;0.0000;1.0000;568186;0.1800;27.1000;;107.0000;;1/07/2019;CHANNEL;LQC19-1662
CHMine;568186;1.0000;1.9000;568187;0.1400;32.6000;;118.0000;;1/07/2019;CHANNEL;LQC19-1662
CHMine;568186;1.9000;2.7000;568188;0.9100;177.1000;;557.0000;;1/07/2019;CHANNEL;LQC19-1662
CHMine;568186;2.7000;3.6000;568189;1.1200;183.5000;;454.0000;;1/07/2019;CHANNEL;LQC19-1662
CHMine;568191;0.0000;0.9000;568191;0.0700;9.8000;;62.0000;;1/07/2019;CHANNEL;LQC19-1662
CHMine;568191;0.9000;1.8000;568192;2.6300;755.0000;;1358.0000;;1/07/2019;CHANNEL;LQC19-1662
CHMine;568191;1.8000;2.6000;568193;0.0600;8.7000;;54.0000;;1/07/2019;CHANNEL;LQC19-1662
CHMine;568191;2.6000;3.5000;568194;0.9400;228.3000;;418.0000;;1/07/2019;CHANNEL;LQC19-1662
CHMine;568191;3.5000;4.3000;568195;0.9400;208.9000;;507.0000;;1/07/2019;CHANNEL;LQC19-1662
CHMine;568197;0.0000;0.9000;568197;0.0500;5.0000;;329.0000;;1/07/2019;CHANNEL;LQC19-1662
CHMine;568197;0.9000;1.8000;568198;0.0900;17.3000;;164.0000;;1/07/2019;CHANNEL;LQC19-1662
CHMine;568197;1.8000;2.7000;568199;1.1100;251.7000;;506.0000;;1/07/2019;CHANNEL;LQC19-1662
CHMine;568197;2.7000;3.6000;568200;0.2900;60.6000;;194.0000;;1/07/2019;CHANNEL;LQC19-1662
CHMine;568301;0.0000;0.7000;568301;0.0700;4.8000;;221.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;568301;0.7000;1.4000;568302;0.0700;10.7000;;-50.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;568303;0.0000;0.8000;568303;0.0600;4.2000;;55.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;568303;0.8000;1.6000;568304;0.1000;14.2000;;53.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;568303;1.6000;2.4000;568305;0.2100;53.3000;;127.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;568308;0.0000;0.7000;568308;0.3300;68.4000;;471.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;568308;0.7000;1.5000;568309;5.2300;807.0000;;3406.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;568308;1.5000;2.3000;568310;1.3700;280.3000;;2010.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;568308;2.3000;3.0000;568311;1.2800;243.2000;;1197.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;568308;3.0000;3.7000;568312;0.1100;12.8000;;132.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;568308;3.7000;4.5000;568313;0.1500;23.2000;;206.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;568308;4.5000;5.3000;568314;0.1300;18.0000;;170.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;568308;5.3000;5.8000;568315;0.0700;5.5000;;117.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;568318;0.0000;0.9000;568318;0.1000;11.3000;;78.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;568318;0.9000;1.7000;568319;0.0900;12.6000;;106.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;568318;1.7000;2.5000;568320;0.8300;139.7000;;1677.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;568318;2.5000;3.4000;568321;1.7700;297.0000;;3948.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;568318;3.4000;4.3000;568322;1.6900;278.0000;;6095.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;568318;4.3000;5.1000;568323;3.5900;514.0000;;3021.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;568318;5.1000;5.9000;568324;1.6600;252.5000;;3210.0000;;3/09/2019;CHANNEL;LQC19-2154
CHMine;568326;0.0000;0.8000;568326;8.4600;1324.0000;;1426.0000;;4/09/2019;CHANNEL;LQC19-2160
CHMine;568326;0.8000;1.6000;568327;0.7200;117.0000;;110.0000;;4/09/2019;CHANNEL;LQC19-2160
CHMine;568326;1.6000;2.4000;568328;0.2900;44.0000;;68.0000;;4/09/2019;CHANNEL;LQC19-2160
CHMine;568326;2.4000;3.1000;568329;0.5400;74.7000;;209.0000;;4/09/2019;CHANNEL;LQC19-2160
CHMine;568332;0.0000;0.7000;568332;29.7800;3994.0000;;5411.0000;;4/09/2019;CHANNEL;LQC19-2160
