DataSet;BHID;Depth_From;Depth_To;SampleID;Au_ppm;Ag_ppm;Cu_ppm;Pb_ppm;Zn_ppm;Sampled_Date;Sample_Type;Batch_No
CHMine;560274;0.0000;1.0000;560274;0.0150;1.0000;;-50.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560274;1.0000;2.0000;560275;0.0150;1.0000;;-50.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560274;2.0000;3.0000;560276;0.0150;1.0000;;-50.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560274;3.0000;4.0000;560277;0.0150;1.0000;;-50.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560274;4.0000;5.0000;560278;0.0150;1.0000;;-50.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560274;5.0000;6.0000;560279;0.0150;1.0000;;-50.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560274;6.0000;7.0000;560280;0.0500;1.0000;;-50.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560274;7.0000;8.0000;560281;0.0400;1.0000;;-50.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560283;0.0000;1.0000;560283;0.0150;2.7000;;-50.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560283;1.0000;2.0000;560284;0.0400;1.0000;;-50.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560283;2.0000;3.0000;560285;0.0150;5.5000;;-50.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560283;3.0000;4.0000;560286;0.0150;1.0000;;-50.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560283;4.0000;5.0000;560287;0.0400;1.0000;;-50.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560283;5.0000;6.0000;560288;0.0150;1.0000;;-50.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560283;6.0000;7.0000;560289;0.0150;1.0000;;-50.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560283;7.0000;8.0000;560290;0.0150;1.0000;;-50.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560291;0.0000;0.9000;560291;0.5300;102.5000;;193.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560291;0.9000;1.8000;560292;0.1600;23.2000;;59.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560291;1.8000;2.7000;560293;0.5200;80.6000;;394.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560295;0.0000;0.8000;560295;0.1100;7.0000;;81.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560295;0.8000;1.6000;560296;0.0600;8.0000;;154.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560295;1.6000;2.4000;560297;0.1900;26.4000;;220.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560295;2.4000;3.2000;560298;0.0800;8.7000;;169.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560295;3.2000;4.0000;560299;1.0700;162.4000;;312.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560295;4.0000;4.8000;560300;1.4500;190.7000;;247.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560295;4.8000;5.6000;560301;0.0500;3.9000;;-50.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560295;5.6000;6.4000;560302;0.1400;17.4000;;57.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560295;6.4000;7.2000;560303;0.2000;26.1000;;60.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560295;7.2000;8.0000;560304;0.0800;8.7000;;95.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560306;0.0000;1.0000;560306;0.0700;7.1000;;97.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560306;1.0000;1.8000;560307;0.0500;10.8000;;61.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560306;1.8000;2.6000;560308;0.6100;120.5000;;2971.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560306;2.6000;3.4000;560309;0.3600;68.5000;;1687.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560311;0.0000;0.8000;560311;0.0150;2.4000;;-50.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560311;0.8000;1.8000;560312;0.0400;1.0000;;-50.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560311;1.8000;2.7000;560313;0.0150;1.0000;;-50.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560311;2.7000;3.6000;560314;0.0400;3.7000;;-50.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560311;3.6000;4.4000;560315;0.0150;1.0000;;-50.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560317;0.0000;0.9000;560317;0.0400;2.8000;;-50.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560317;0.9000;1.8000;560318;0.0150;1.0000;;-50.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560317;1.8000;2.7000;560319;0.0150;1.0000;;-50.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560317;2.7000;3.6000;560320;0.0150;1.0000;;-50.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560317;3.6000;4.4000;560321;0.0600;1.0000;;-50.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560323;0.0000;1.0000;560323;0.0600;4.7000;;76.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560323;1.0000;2.0000;560324;0.0900;10.9000;;147.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560323;2.0000;3.0000;560325;0.0700;7.0000;;84.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560323;3.0000;4.0000;560326;0.1300;20.2000;;76.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560323;4.0000;5.0000;560327;0.3400;64.0000;;148.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560323;5.0000;6.0000;560328;0.2300;46.1000;;286.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560323;6.0000;7.0000;560329;0.1700;22.3000;;160.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560323;7.0000;8.0000;560330;0.0600;7.6000;;77.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560332;0.0000;0.9000;560332;0.2200;16.8000;;87.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560332;0.9000;1.8000;560333;2.7600;285.0000;;1737.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560332;1.8000;2.9000;560334;2.4500;548.0000;;30378.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560332;2.9000;3.9000;560335;0.0900;4.8000;;137.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560332;3.9000;4.9000;560336;0.4400;41.3000;;1624.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560332;4.9000;5.8000;560337;1.2700;146.4000;;254.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560340;0.0000;1.0000;560340;0.0600;7.3000;;755.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560340;1.0000;2.0000;560341;0.0500;6.3000;;246.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560340;2.0000;2.8000;560342;0.1500;22.1000;;72.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560340;2.8000;3.8000;560343;1.4300;222.9000;;322.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560340;3.8000;4.8000;560344;0.0700;12.2000;;-50.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560340;4.8000;5.7000;560345;3.2400;369.0000;;173.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560347;0.0000;0.9000;560347;0.0400;1.0000;;-50.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560347;0.9000;1.8000;560348;0.1300;22.2000;;97.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560347;1.8000;2.6000;560349;0.0900;12.2000;;55.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560347;2.6000;3.4000;560350;0.2400;33.9000;;-50.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560347;3.4000;4.2000;560351;0.2300;27.7000;;-50.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560347;4.2000;5.0000;560352;0.2700;59.2000;;52.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560355;0.0000;0.8000;560355;3.2600;504.0000;;553.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560355;0.8000;1.6000;560356;2.1400;297.7000;;457.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560355;1.6000;2.5000;560357;2.0200;281.0000;;443.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560355;2.5000;3.4000;560358;3.6900;526.0000;;808.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560355;3.4000;4.4000;560359;9.7100;1318.0000;;1422.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560355;4.4000;5.3000;560360;7.0900;967.0000;;1266.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560355;5.3000;6.3000;560361;25.9700;3430.0000;;2224.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560364;0.0000;0.8000;560364;0.1200;15.7000;;107.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560364;0.8000;1.7000;560365;0.0600;6.2000;;76.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560364;1.7000;2.6000;560366;0.0900;6.8000;;163.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560364;2.6000;3.4000;560367;0.0500;10.6000;;81.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560364;3.4000;4.2000;560368;0.1400;21.1000;;124.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560364;4.2000;5.0000;560369;0.1400;34.7000;;189.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560364;5.0000;5.9000;560370;0.1500;16.7000;;498.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560372;0.0000;1.0000;560372;0.1300;17.2000;;147.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560372;1.0000;1.9000;560373;0.0700;9.0000;;53.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560372;1.9000;2.7000;560374;0.1500;9.5000;;797.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560372;2.7000;3.7000;560375;0.1000;15.3000;;532.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560372;3.7000;4.6000;560376;0.0400;2.5000;;81.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560372;4.6000;5.6000;560377;0.1300;22.4000;;732.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560372;5.6000;6.6000;560378;0.1400;24.8000;;685.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560380;0.0000;0.9000;560380;0.0600;4.9000;;-50.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560380;0.9000;1.7000;560381;0.0800;10.7000;;96.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560380;1.7000;2.3000;560382;0.0600;4.2000;;55.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560380;2.3000;3.2000;560383;1.5000;249.6000;;3926.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560380;3.2000;4.0000;560384;0.3900;72.7000;;976.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560380;4.0000;4.8000;560385;0.5400;99.6000;;1001.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560380;4.8000;5.4000;560386;0.4300;71.4000;;453.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560388;0.0000;0.8000;560388;0.1500;25.5000;;571.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560388;0.8000;1.7000;560389;0.2300;34.1000;;917.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560388;1.7000;2.3000;560390;0.1300;13.7000;;94.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560388;2.3000;2.8000;560391;0.6100;126.0000;;517.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560388;2.8000;3.4000;560392;0.0700;1.0000;;59.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560388;3.4000;4.3000;560393;0.0400;1.0000;;-50.0000;;14/08/2019;CHANNEL;LQC19-2020
CHMine;560395;0.0000;0.9000;560395;0.0900;11.4000;;112.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560395;0.9000;1.8000;560396;0.1900;34.4000;;142.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560395;1.8000;2.7000;560397;0.1500;11.9000;;55.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560395;2.7000;3.6000;560398;0.0150;1.0000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560395;3.6000;4.5000;560399;0.0150;1.0000;;88.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560395;4.5000;5.4000;560400;0.0150;1.0000;;73.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560395;5.4000;6.3000;560401;0.0150;3.9000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560402;0.0000;0.8000;560402;0.0700;9.1000;;205.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560402;0.8000;1.6000;560403;0.4700;62.1000;;574.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560402;1.6000;2.4000;560404;0.8500;173.6000;;636.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560402;2.4000;3.2000;560405;1.4600;306.0000;;809.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560402;3.2000;4.0000;560406;0.6700;109.1000;;528.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560402;4.0000;4.8000;560407;0.2600;45.1000;;126.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560409;0.0000;0.8000;560409;0.1000;5.5000;;55.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560409;0.8000;1.6000;560410;0.0150;1.0000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560409;1.6000;2.4000;560411;0.0600;3.3000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560409;2.4000;3.2000;560412;0.0500;4.5000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560409;3.2000;4.0000;560413;0.0500;8.4000;;51.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560409;4.0000;4.8000;560414;0.0400;1.0000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560409;4.8000;5.6000;560415;0.2300;49.8000;;188.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560417;0.0000;0.8000;560417;0.0600;1.0000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560417;0.8000;1.6000;560418;0.5300;72.1000;;59.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560417;1.6000;2.4000;560419;5.9700;678.0000;;464.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560417;2.4000;3.2000;560420;0.0600;11.1000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560417;3.2000;4.0000;560421;0.0700;11.8000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560417;4.0000;4.8000;560422;0.0500;7.0000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560417;4.8000;5.6000;560423;0.0150;6.0000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560417;5.6000;6.3000;560424;0.0700;14.0000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560426;0.0000;0.8000;560426;1.5500;228.6000;;415.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560426;0.8000;1.6000;560427;0.2600;28.6000;;76.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560426;1.6000;2.4000;560428;0.0400;1.0000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560426;2.4000;3.2000;560429;0.0400;2.4000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560426;3.2000;4.0000;560430;0.0400;1.0000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560426;4.0000;4.9000;560431;0.0700;7.2000;;347.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560426;4.9000;5.8000;560432;0.0150;2.8000;;126.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560434;0.0000;0.8000;560434;0.1100;13.7000;;64.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560434;0.8000;1.6000;560435;0.9800;222.1000;;192.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560434;1.6000;2.4000;560436;0.8100;193.2000;;164.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560434;2.4000;3.2000;560437;0.0700;5.8000;;101.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560434;3.2000;4.0000;560438;0.0400;1.0000;;51.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560441;0.0000;0.9000;560441;1.2700;200.8000;;634.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560441;0.9000;1.8000;560442;0.4800;87.7000;;317.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560441;1.8000;2.6000;560443;0.1600;27.9000;;65.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560441;2.6000;3.5000;560444;3.8600;837.0000;;1209.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560445;0.0000;0.8000;560445;0.0600;9.0000;;558.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560445;0.8000;1.7000;560446;0.0400;5.1000;;144.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560445;1.7000;2.7000;560447;0.1500;25.9000;;204.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560445;2.7000;3.6000;560448;0.0150;3.1000;;240.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560450;0.0000;0.9000;560450;0.0900;10.1000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560450;0.9000;1.7000;560451;0.2900;19.6000;;107.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560450;1.7000;2.5000;560452;0.1200;19.0000;;66.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560450;2.5000;3.3000;560453;0.0500;10.3000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560450;3.3000;4.1000;560454;0.0150;3.0000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560450;4.1000;5.0000;560455;0.0150;2.7000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560456;0.0000;0.8000;560456;0.0150;3.0000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560456;0.8000;1.7000;560457;0.0150;1.0000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560456;1.7000;2.7000;560458;0.0150;2.1000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560456;2.7000;3.7000;560459;0.0150;1.0000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560461;0.0000;0.9000;560461;1.3800;294.0000;;250.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560461;0.9000;1.8000;560462;1.1900;275.0000;;525.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560461;1.8000;2.7000;560463;2.8100;637.0000;;1530.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560461;2.7000;3.6000;560464;3.9400;877.0000;;686.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560461;3.6000;4.4000;560465;1.8500;390.0000;;494.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560461;4.4000;5.2000;560466;0.1100;10.7000;;58.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560461;5.2000;6.0000;560467;0.3500;86.3000;;141.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560461;6.0000;6.7000;560468;0.6100;121.9000;;153.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560461;6.7000;7.2000;560469;5.1200;635.0000;;434.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560472;0.0000;0.8000;560472;0.0150;1.0000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560472;0.8000;1.7000;560473;0.0150;1.0000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560472;1.7000;2.6000;560474;0.0150;1.0000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560472;2.6000;3.5000;560475;0.0150;1.0000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560472;3.5000;4.2000;560476;0.0150;1.0000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560472;4.2000;4.9000;560477;0.0150;7.3000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560480;0.0000;0.9000;560480;0.0600;4.5000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560480;0.9000;1.8000;560481;0.0150;1.0000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560480;1.8000;2.7000;560482;0.0150;4.9000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560480;2.7000;3.5000;560483;0.0150;1.0000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560480;3.5000;4.5000;560484;0.0150;1.0000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2026
CHMine;560486;0.0000;0.8000;560486;0.2400;26.7000;;157.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560486;0.8000;1.5000;560487;0.2100;37.8000;;234.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560486;1.5000;2.3000;560488;0.7700;161.4000;;207.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560489;0.0000;0.6000;560489;1.5600;248.8000;;243.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560489;0.6000;1.4000;560490;0.6300;113.2000;;370.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560489;1.4000;2.1000;560491;0.5000;85.9000;;219.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560493;0.0000;1.0000;560493;1.0800;262.3000;;435.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560493;1.0000;2.0000;560494;0.2000;32.7000;;170.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560493;2.0000;3.0000;560495;0.1000;18.1000;;189.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560493;3.0000;3.8000;560496;0.4900;87.0000;;397.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560493;3.8000;4.6000;560497;1.9800;429.0000;;1199.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560493;4.6000;5.4000;560498;0.3200;69.3000;;252.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560493;5.4000;6.2000;560499;0.6600;163.4000;;560.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560493;6.2000;7.0000;560500;0.0700;7.1000;;57.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560493;7.0000;7.8000;560501;0.0900;12.9000;;106.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560493;7.8000;8.7000;560502;0.1900;31.7000;;81.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560504;0.0000;0.7000;560504;0.0100;1.0000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560504;0.7000;1.4000;560505;0.0100;1.0000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560504;1.4000;2.1000;560506;0.0500;2.9000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560504;2.1000;2.8000;560507;0.0200;1.0000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560504;2.8000;3.5000;560508;0.0200;1.0000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560504;3.5000;4.2000;560509;0.0100;1.0000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560504;4.2000;5.0000;560510;0.0400;5.7000;;57.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560513;0.0000;0.8000;560513;14.1400;1631.0000;;744.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560513;0.8000;1.6000;560514;4.7300;651.0000;;260.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560513;1.6000;2.4000;560515;0.4900;64.1000;;84.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560513;2.4000;3.2000;560516;3.4200;418.0000;;100.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560513;3.2000;3.9000;560517;2.9000;296.0000;;154.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560513;3.9000;4.6000;560518;1.2800;160.4000;;85.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560520;0.0000;0.7000;560520;0.7300;85.1000;;53.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560520;0.7000;1.5000;560521;0.2600;25.2000;;-50.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560520;1.5000;2.3000;560522;3.1400;368.0000;;134.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560520;2.3000;3.0000;560523;2.9200;274.3000;;166.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560520;3.0000;3.8000;560524;6.0100;748.0000;;777.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560520;3.8000;4.6000;560525;5.7200;675.0000;;534.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560527;0.0000;1.0000;560527;0.4000;42.2000;;73.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560527;1.0000;2.0000;560528;1.1500;134.7000;;80.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560527;2.0000;2.9000;560529;2.9600;664.0000;;47058.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560527;2.9000;3.8000;560530;0.3900;102.7000;;6818.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560527;3.8000;4.8000;560531;0.2100;24.7000;;181.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560527;4.8000;5.8000;560532;0.2500;22.0000;;127.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560527;5.8000;6.8000;560533;2.0100;210.7000;;1732.0000;;15/08/2019;CHANNEL;LQC19-2031
CHMine;560535;0.0000;0.9000;560535;0.3900;28.7000;;54.0000;;17/08/2019;CHANNEL;LQC19-2038
CHMine;560535;0.9000;1.8000;560536;0.0150;1.0000;;-50.0000;;17/08/2019;CHANNEL;LQC19-2038
CHMine;560535;1.8000;2.6000;560537;0.0150;1.0000;;-50.0000;;17/08/2019;CHANNEL;LQC19-2038
CHMine;560535;2.6000;3.1000;560538;0.0150;1.0000;;-50.0000;;17/08/2019;CHANNEL;LQC19-2038
CHMine;560539;0.0000;0.8000;560539;0.0150;1.0000;;-50.0000;;17/08/2019;CHANNEL;LQC19-2038
CHMine;560539;0.8000;1.7000;560540;0.0150;1.0000;;-50.0000;;17/08/2019;CHANNEL;LQC19-2038
CHMine;560539;1.7000;2.7000;560541;0.0150;1.0000;;-50.0000;;17/08/2019;CHANNEL;LQC19-2038
